المغرب رغم التقدم في الرقمنة فإنه متخلف من ناحية النقل عبر لأن كل الأجانب الذين يزورون المغرب يجدون مشاكل في النقل التقليدي مع أصحاب بدون أن ننسى بأن المغرب مقبل على استحقاقات عالمية لن تنجح إن لم يقم بتنظيم قطاع العمل مع شركات عالمية في مجال النقل عبر التطبيقات لارضاء السياح والزوار القادمين من مختلف دول العالم,politique
بالفعل دينامية الرقمنة عالية جدا في المغرب ولكن دينامية جهلها وصعوبة التعامل معها من طرف أغلب المغاربة عالية أيضا يا سعادة الوزيرة وذلك لسبب الأمية الطاغية في المجتمع,politique
ومتى سوف تتم رقمنة مكاتب تصحيح الإمضاء والمصادقة ومطابقة النسخ يوميا طوابير المواطنين مصطفة لإنجاز بعض أمام موظفين يكابدون في صمت,politique
مثال بسيط على رؤية الواقع كما هو وليس كما أقيم في مدينة بعيدة جدا عن مكان ولادتي عندما أحتاج عقد ازدياد إلى التغيب عن عملي لمدة يومين على الاقل قصد الحصول عليه قد يقال يمكن مراسلة ضابط الحالة المدنية بالمدينة المعنية وتحصل عليه عبر البريد هل هذه هي الرقمنة ان حصلت عليه بعد أيام من الانتظار قد يكون الوقت قد مر علىاحتياجي اليه وقد لا تتوصل بالجواب نهائيا بجانبنا تجاوزتبكثير هذه المراحل القروسيطية السيدة,politique
دينامية الرقمنة عالية وأغلبية التعاملات رقمية يبقا فقط مجهود بسيط فيما يخص الكاش والتقل عبر التطبيقات,politique
الرقمنة في المغرب ضعيفه جدا جدا جدا,politique
رخصة سياقتي انتهت صلاحيتها قمت بجميع الإجراءات لتغييرها ولكن لم اتوصل بها تقريبا يوما عن أية رقمنة تتكلمين عنها معالي الوزيرة,politique
اللهم دم العز و النصر و التمكين و الصحة و السلامة و الأفراح و المسرات و التوفيق و التفوق باستمرار على ملكنا المفدى يارب العالمين و كن له ولي و الحافظ و المعين أينما حل و ارتحل الراءد بالجميع المقاييس في خدمة المغرب المغاربة بشتى المجالات بوضوح و طموح لا محدود دون ملل او كلل و نكران الذات و من خلفه الكفاءات المغربية الكفوءة التي تجعل المصالح العليا للمغرب و المغاربة فوق كل اعتبار باستمرار أينما تواجدو بأرجاء العالم,politique
المياه من أجل الرخاء لكن البعض لا يلتفت لهذه المسألة الحيوية ما دام الثمن الذي يدفعه المواطن أقل من تكلفته ولذلك فمن واجب الدولة إعادة النظر في التسعيرة لتشجيع المواطنين على الاستخدام الرشيد للمياه,politique
على السيد نزار بركة ان يفي بوعده الذي قطع على نفسه بان يحققه للشعب المغربي وخصوصا الطبقتين الفقيرة والمتوسطة بخصوص تخفيض وتسقيف اسعار المحروقات والتصدي لجشع اللوبي المتغول لشركات المحروقات التي تمارس وتحتكر سوق المحروقات,politique
الكيانات الادارية المصطنعة التي تفتقد لاهم عنصر وجودها وهي الشعبية اي لا تستجيب لمعايير وجود احزاب ومهما حاولت تجديد جلدها تبقى لان ليس لها امتداد وقاعدة شعبية فقط تنعم عليها المنظومة بمناصب محلية ووطنية في أطار ديمقراطية الواجهة وترعاها لكي تبقى في الوجود مكونة من اشخاص لا علاقة ببعضهم البعض ولا تجمعهم المبادءى ولا البرامج ولا الخط السياسي ولا النظام الاساسي,politique
لا يوجد في القنافيد املس,politique
سؤال صريح موجه الى هذا الحزب وخصوصا وزارءه في الحكومةاين هي الزيادة في معاشات المتقاعدين المجمدة عن قصد منذ سنين من طرف الحكومات والنقابات مهزلة وعار يسجلان للدولة و للحكومة وللنقابات التي اصبحت تطبل لهذه الحكومة وتضلل الشعب المغربي وخصوصا الطبقتين المقهورتين الفقيرة والمتوسطة اين هي وعود الحكومة والنقابات وخصوصا تصريحات وزير التشغيل الذي قال خلال المفاوضات مع النقابات وفي مجلس المستشارين بأنه واع بالوضعية المزرية للمتقاعدين وبان هذه الوضعية ستتحسن خلال الحوار مع النقابات لكن مع الاسف كلهم تراجعوا عن وعودهم دون اي توضيحالدولة والحكومة والنقابات يعتبرون المتقاعدين أناس متقادمين غير منتجين وبان احتجاجاتهم وردود أفعالهم لن يضر الدولة والحكومة والنقاباتهل من جهة حكيمة تتدخل لانصاف هذه الطبقة المقهورة التي تعاني الويلات في أواخر مراحل عمرها بعدما افنت زهرة عمرها في خدمة هذا الكبيرة للمتقاعدين معقودة على صاحب الجلالة الملك محمد السادس نصره الله باعطاء تعليماته السامية للأطراف المعنية لرفع هذا الحيف عن هذه الطبقة المتشبعة بالروح الوطنية الصادقة,politique
أرى في الصورة ذلك الوزير الدي تقمص دور الحارس الشخصي لمحمد رمضان في معرض الكتاب حسبنا الله ونعم الوكيل,politique
ما بني على باطل فهو باطل الاحزاب مهمتها المصالح الشخصية والسرقة,politique
تجاوزها بقاعدة كم من كوارث و مطبات تجاوزناها بتركها نعم كما يقول المثل المغربي خلي داك الجمل راگد حيث الى فيقتيه غادي بولي الطايح أكثر من النايض,politique
أبسط مطلب هو الرجوع للساعة القانونية غرينيتش فشلوا فيه للأسف,politique
اعتقد ان المشكل الاكبر في البرلمان المغربي هو التأخر كثيرا في اتخاذ قوانين في مصلحة المواطن والدولةلذلك على صاحب الجلالة الملك محمد السادس نصره الله ولي امرنا ان يتدخل مباشرة في اقتراح قوانين يراها مناسبة ويراجعها البرلمان في اجل محدد وكل الفرق تبدي رأيها وفي النهاية القرار النهائي لصاحب الجلالةوفي منظوري ان برلمان يجب ان يكون دوره استشاري بمعنى كل برلماني ادرى باحوال منطقتها وماهو اصبح لها يعطي اقتراحات والاستشارات وفي نهاية صاحب الجلالة ياخد القرار الأنسبالبرلماني دور استشاريمن أجل تنمية ونهضة سريعةوجعلنا الأمر شورى بينكم,politique
يا سلام على عجلات البرلمان القوة و المتانة و الخدمةههههههه,politique
الولوية لمشكل طلبة الطب لتمر الامتحانات بسلاسة قبل فوات الاوان الوزارة عليها التجاوب مع زيادة تعويض التداريب,politique
وسيرو خرجتو على الطلبة بقيتو تنفخو ودفعو فيهم إلى الإضرابات ودبا ملي انتهت السنة الدراسية عاد رجعتو كطالبو باش متكونش سنة بيضاء بارك من استغلال الطلبة لأهداف سياسية ومصالح انتخابية,politique
مناسبة للحزب ليجد مكانه في المشهد السياسي,politique
الدولة تخسر الملايين لتكوين كل طالب من هولاء و على نفقة دافعي الضرائب ثم حين يتخرجون اما يرفضون الاشتغال بالأماكن البعيدة او يرحلون للخارج لخدمة الغير او بالكاد يفتحون عيادة خاصةلا اعتقد ان المسوؤلين يريدون فقط اعادة ترتيب المناهج الدراسية لا شغل لهم بل ان الظرفية هي من فرض ذلك و إضرابات الطلبة للأسف هي نوع من طارت معزة و الأشد الما هو اصطفاف الاباء معهم دون ادراك للعواقب,politique
حتى قط ماتايهرب من دار العرس الطلبة يطالبون بجودة التكوين,politique
المناهج الدراسيه من حق الوزارة المسؤولة أن تسطرها يرى المختصون حسب التطورات العلمية والعالمية والمجتمعية لا أحد غيرهم يستطيع توجيه مسار التكوين لا الطلبة لا أولياءهم الاحزاب,politique
الوزارة تريد الحد من هجرة الأطباء وذلك بجعل سنوات التكوين في حدود سنوات والطلبة لا يريدون ذلك لكي تكون لديهم إمكانية الهجرة والعمل بالخارج لا يعقل أن يتم تكوين طالب لمدة ست سنوات وفي الاخير يهاجر إلى الخارج,politique
نتمنى رجوع حزب الاتحاد الاشتراكي الى الصمعة والتقدير والاحترام الذي كان يكنه له المغاربةوالرجوع الى نضال من اجل مصلحة الوطن وليست مصلحة الاشخاص او الذات ولو على حساب تقديم تنازلات من اجل الصالح العاموهادا هو سر الحب الذي كان المغاربة يقدرون حزب الاتحاد الاشتراكي,politique
أبسط مطلب هو الرجوع للساعة القانونية غرينيتش فشل فيه المنتخبين للأسف فما بالك بالمشاريع التنموية و المحروقات و الغلاء,politique
من بعد عبد الرحيم بوعبيد وبنجلون واليوسفي الله يرحمهم لم يتمكن لاي رئيس ان ياخد مكانتهم لدا حزب الاتحاد لم يتمكن من اخد مطانته كالاحزاب التقدمية والاشتراكية,politique
النفاق النفاق من رموز تدمير العمل السياسي وتميعه وتبخيسه فعل كل شيء لكي يدخل لحكومة رموز الاحتكار والغلاء والفشل لكن انبطاحه لم ينفع في شيء مفحوم لا افق له,politique
بصراحة احن الى زمن لشكر والاشتراكية الوطنيةحزب الحمامة الان اخنوش رغم احترامي للاداء الاقتصادي الجيد الدي قدمه وصمود الاقتصاد المغربي امام الجحيم التضخم والحروب والفوضى تحت الادارة الامريكية بايدن لكن هناك خطئ وهو اخنوش يستعمل الليبرالية الاقتصادية الامريكية وهي لاتصلح للمغرب لان من المغاربة حرفيا اميين وحتى ان ان تعليهم ليس بدالك المستوى الامريكي يعني عدم مراقبة الانترنيت والوصول السهل الى الانترنيت ينشر التطرف والافكار المغلوطة من الاعداء ومن اشخاص دو اجندة الاسلام الملون يتاجرون في اشياء فقط لاجل رفع المشاهداتكمثال بسيط حول مجال عملي مع ارتفاع البتكوين حاليا خرج بعض الملتحيين الدين يتاجرون بالدين كيقول ان البتكوين هو حرام وديال الماسونية والصهاينة ويمكن تدمير المئات الاف من المغاربة بهدا الكلام,politique
اللهم اغفر لنا وله ياخذ العبرة غير فين بطاقات الانعاش والمساعدات تعطى على اساس نصيب لكل منتخب حينءذ وقعت الزبونية والمحسوبية وانتزعت الحقوق لاهلها,politique
تريد اخد تسيير المشاريع و تنفيذها من تلة من الشباب الواعين المهندسين و المدراء و التقنيين الاكفاء و تضعها في ايدي اشباه الاميين الذن كل شى عندهم بالزبونية و هههه ناااري كاليك المنتخبين,politique
من الواضح ان البلاد ما زالت تتلمس المسار نحو الطريقة الفضلى لتدبير الشان المحلى وعلاقته بالمركز وتدبير الخدمات هو المحك الاكيد هو ان الانتقال نحو الجهوية الموسعة ليس وارتكازها على الأجهزة المنتخبة لا يفي بالغرض لحد الان لذلك فان السيد لشگر على حق عندما يقول أن الفرصة مواتية الآن لفتح نقاش موسع حول كل المنظومة التشريعية والتنظيمية المتعلقة بالجماعات سواء على مستوى المنظومة الانتخابية أو على مستوى القوانين الأربعة للقانون التنظيمي المتعلق بانتخاب أعضاء الجماعات الترابية والقوانين التنظيمية للجهات والعمالات والأقاليم والجماعات والمقاطعات,politique
شركات التنمية المحلية متابعتها من الداخلية مباشرة المشاريع التي تنفذها مشاريع ناجحة و بمواصفات عالمية محطات القطارات المحطة الجديدة الرباط الانفاق الرباط طنجة السريعة نتفهم غضب بعض السياسيين لأن التلاعب في اموال البنية التحتية أصبح صعب,politique
ستاتي لتشاهد الميزيرية ديال الدول العالم الثالث دولة فاشلة لا تتقن إدارة الكوارث ولا تعويض سكانها وتتركمم مرميون في الخيام ويجي يكولك المغرب ديال البارح ماشي ديال اليوم كظحكو على من راه كولشي واضح للعيان,politique
الإمبراطورية المغربية الشريفة حضارة ضاربة في أعماق التاريخ والوجدان الإنساني,politique
الفاءق التقدير و الاحترام إلى السيد عبد اللطيف الحموشي الفخر و المفخرة المغرب المغاربة عن جدارة و استحقاق إلى جانب رفاقه في الدرب بالحصيلة الراءدة بالجميع المقاييس داخليا و خارجيا خلف شعارنا الخالدالله الوطن الملك,politique
لاجل التاثير وتحقيق الاهداف يجب ان يتم ارسال اشخاص لهم كاريزما وماضي قوي في الاستقامة والدفاع عن مصالح الشعب ولهم رصيد في العلاقات الدولية لان المخاطب الان صار يعرف كل شيء عن ما يخاطب,politique
مع الأسف على ارض الواقع وفي مختلف المناطق لم يظهر اثر لملايير المبادرة بل هناك تراجع في التنمية والتحضر وتراجع في البنيات التحتية وتفشي الفقر والبطالة والدليل هو رتبة البلد واهم الأسباب هو انعدام مسائلة ومراقبة الأمرين بالصرف في العمالات والأقاليم وتفشي التبذير والمحسوبية والزبونية ومشاريع على الورق وأموال تذهب,regions
سبحان الله نفس الفساد الذي يقع في المغرب هل هم أبرياء أم مذنبون الله اعلم القاضي سيقررليس هناك تدخلات أو رشاوي او باك صاحبي عشت في أوروبا قمة النزاهة,regions
الاحتلال لا يختلف عن بعضه سواء ا في فلسطين المحتلة او سبتة ومليلية الثغرين المغربيين المحتلين اسلوب واحد وسياسة واحدة ونهج واحد,regions
المملكة المغربية تسير بسرعة نحو القوة العسكرية والاقتصادية وسننافس الدول القوية ما يعني أنه سيأتي يوم ستغادر فيه إسبانيا سبتة وامليلية المحتلتين خوفا من القوة العسكرية المغربية النصر قادم بإذن الله عز وجل والمملكة المغربية بلد الشرفاء والأولياء الصالحين والنصر حليفنا بإذن الله سبحانه وتعالى فمزيدا من التقدم لهذا البلد العظيم,regions
هذا مصير كل من لا يشتغل بامانه ولا يحترم الثقه التي وضعت فيه السجن والاذلالاشخاص منحت لهم الجنسية الاسبانيه الاصليه بعد أن حرمو منها من قبل وسمح لهم بالتسلق إلى أعلى المناصب في المدينة وبدلا من العمل بأمانه وتفاني قامو بالعكس تماما وبذالك جلبو العار لأنفسهم والشبهه لابناء جلدتهم جميعا,regions
مع الاسف المبادرة الوطنية للتنمية البشرية من المشاريع الكبيرة التي جاء ت من أجل الاقلاع بالوضعية المزرية الطبقات المحرومة ببالبلاد لكن للاسف بعض المسؤولون بالسلطة استغلوا هذه الفرصة وجعلوها وسيلة لتمرير المشاريع لذويهم ودعم الجمعيات التي تقسم معه الكعكة مما جعل هذا المشروع الكبير ما زال يحبوا على رجليه دون أن يستطيع الوقوف ولو في جهة ما من جهات المملكة وهذا اكيد يلمسه الجميع واعرف أنا وأنت وهذا وذاك,regions
إصابة و تعليق على الخبر البلد الوحيد في العالم الذي مازالت وزيارة الصحة فيه تؤمن بشيء اسمه كورونا,regions
خبر بلا فائدة شرح متحور الجديد لكي يعلم الجميع اعراضه ومدة حضانة الفيروس و طرق العلاج والحماية بدل تذكير عدد الاشخاص الملقحين بمختلف الجرعات العلم ان جل الأسر مرضت بالسعال مع البلعم والتهاب الحنجرة دون معرفت بماذا اصيبو الكلام بركة من الاحصائيات على الوزارة الوصية شرح المحتور الجديد,regions
مقر ولاية الأمن الحالي بمدينة الانبعاث تجاوزه الزمن و أضحى من الضروري التفكير في إحداث مقر جديد يواكب متطلبات العصر و يساير النهضة العمرانية التي تعرفها حاضرة سوس,regions
أحيي السيد مدير الأمن الوطني وأشكره على الاهتمام والارتقاء بالأمن الوطني أتمنى لو أقام دائرة أمنية بمدينة بوسكورة وذلك قصد تقريب الإدارة الأمنية لنا و الحد من انتشار الجريمة وتنظيم حركة السير والجولان بشكل حضريوشكرا,regions
العديد من المغاربة عانوا و يعانون من كابوس المؤشر الذي بموجبه يستحق المواطن الدعم لكن طرق التسجيل و احتساب العتبة و استفاذة من ليس من حقه ذلك و إقصاء من يستحق كلها تطبيقات يجب إعادة النظر فيها كما وقع مع برنامج راميد الذي استفاذ منه التجار و ذوي المقاهي و المصانع بطرق ملتوية و هو نفس المسلك الذي اتجه عليه برنامج السجل الاجتماعي و السجل الموحد يطلبون من الناس اضافة اشخاصا ٱخرين لنفس الأسرة لتخفيظ نسبة العتبة و هنا مربط الفرس الذي خرج من الخيمة مائلا كما يقول المثل الشعبي,societe
قيمة الدعم ملايين درهم لو طلب من المغاربة التبرع ب درهم واحد في كل شهر لجمعنا أكثر من مليون درهم و لن تجد من يطبل مثل هذه الوزارة,societe
هذا ليس دعمالدعم الحقيقي هو تخصيص درهم كمنحة شهرية حقيقية لكل مولود جديد طيلة حياته حتى ينهي مسيرته الدراسية على غرار ما تفعله اغلب الدول الاوربية وكندا بحال هادشي لي خاصكم تجيبو لنا من الغرب ماشي قوانين الترخيص للاجهاض او للمثلية او لمصايب لكحلة,societe
تبقى مبادره حسنه تستحق التنويه لكل مواطن الحق في حياه كريمهلكن يجب الحد من الفوارق الاجريه الصارخه ولمالاءاحداث صندوق الزكاة للتعاون مع الفءه المعوزه هناك الكثير من المحسنين في هذا البلد فلما لا يتم تاطير احسانهم حتى يصل لمن يستحق,societe
الدعم يعلم الاتكالية كما أنه غير عادل بالمرة فلا يجوز اقتطاع اموال شخص لدعم طفل شخص آخر واحد يدير الدراري و آخر يصرف هذا غير معقول إلا إذا كانت الدولة تنظر للشعب كقطيع,societe
أصلا الدعم المباشر للاسر هو التشجيع للتسول عوض ان يقال للبطالين يجب عليكم بالعمل,societe
الوطن محتاج اليهملماذا يريدون العمل في اوربا يريدون شهادة تماثل شهادة اوربا اين قسم,societe
و قامت أيضا سلطات وجدة بمنع قافلة طبية لفائدة ساكنة دواوير يشارك فيها طلبة الطب و الصيدله حتى الخير بغاو يمنعوه,societe
المفروض خلق بيئة مناسبة في قطاع الترببة والتعليم لكن هاد جوج وزير التربية و وزير التعليم العالي عطاو القطاعين ضربة نيت فمن يقف ورائهم وهذا ناتج كذلك عن ان من يمثلون الأمةمجلس النواااااابكل فاش مدهي بل يضرب على راسو,societe
صراحة عندما شاهدت تدخل الوزير وخطاب عرفت أنه سلك طريق الاستفزاز الذي لن يوصل إلى حل مع الطلبةإذا كان وزير غير قادر على فتح قنوات التحاور مع طلبة فكيف له أن يدير مشاكل وخطط إستراتيجية لقطاع تدبير الأزمات تعطي انطباعا وصورة عن أحقية الشخص لمنصب ماأما لغة الوعيد والتهديد فهي أسهل الطرق التي تقلب القافلة رأسا على عقبنتمنى للجميع التوفيق السداد,societe
الوزارة محقة تخفيض العتبة وبالتالي تخفيض عدد الطلبة وتخفيض عدد سنوات التمدرس مشات العديد من الدول من اختصاص الوزارة فالامور التنظيمية من اختصاص الوزارة الطلبة زادوا فيه السيبة,societe
إذا بقيت الأمور جامدة فالدولة لن تقوم بإنتقاء طلبة السنة الأولى من الحاصلين على البكالوريا هذا العامهذا هو خطر التنازل عن نظام التعاقد الأساتذة و الإفتخار بذلك أمام البرلمانيين كأنه الكل سيطالب بتنفيذ طلباته,societe
الطلبة على خطإ لإصرارهم على التدخل في شؤون لا تخصهم والهندسة البيداغوجية التكوين الطبيوعوض ذلك كان المفروض التركيز فقط على حقهم في جودة التكوين الطلبة على خطإ لأنهم فشلوا في بلورة خطة للنزول بعدما وضعوا خطة لإقلاع نضالهم فبقيت قضيتهم معلقةالطلبة على خطإ لأنهم يفتقدون المرونة اللازمة وتكتيكات النضال في مواجهة الطرف الٱخرلكن بالمقابل الطرف الذي يتحمل المسؤولية الأكبر في ما يقع بخصوص الأزمة التي تعصف بمستقبل الٱلاف من خيرة شبابنا وتهدر المليارات من امكانيات المملكة هما القطاعان الوصيان وفي ظل النزيف والأزمة الحاليين كان من المفروض ان تتحمل فيها بعض الجهات مسؤوليتها بالاستقالة او التواري الى الخلف وهذا أضعف الإيمان لترك المجال لمن لهم الأهلية والكفاءة في الخروج بالقضية من عنق الزجاجة وإنهاء هذا العبث,societe
الطب عندنا في المغرب في خبر كان الكل يجري لمصالحه الخاصة و لايهمهم صحة المرضى هولأء من يسمون أنفسهم أطباء الجشع و المال يعمي أبصارهم حين يمنحون صفة طبيب فمابالك إمرأة تقف بحداء بلاستيكي أمام طبيب فيأخد منها أجرة اسبوع لزوجها في ضرف دقائق,societe
الوزارة تريد الحد من هجرة الأطباء وذلك بجعل سنوات التكوين في حدود سنوات والطلبة لا يريدون ذلك لكي تكون لديهم إمكانية الهجرة والعمل بالخارج لا يعقل أن يتم تكوين طالب لمدة ست سنوات ومن جيوب المغاربة وفي الاخير يهاجر إلى الخارج,societe
من اراد الاستقرار في الديار الغربية بطريقة القانونية فهه اختيار و حق لكن هناك المخاطر القيمية المترتبة عنه تلك القرارتانيا من الحق الطلبة الأطر العليا في التعليم العالي جيد,societe
هناك طلبة فقراء محتاجون لإنهاء الدراسة لكي يزيلو العبء عن كواهل أسرهم واخرون ميسورون يعيقون الدراسة لايهمهم في شيء سنة بيضاء,societe
لم تتعاطفوا مع طلبة أوكرانيا في محنتهم وتركتموهم لمصيرهم المجهول لذا كمواطن مغربي لن اتضامن معكم,societe
أتفهم الطلبة وأتفهم فالطلبة يريدون شهادة جامعية تخول لهم العمل حتى خارج أرض الوطن وبمواصفات دولية والدولة لا تريد أن تهاجر تلك الكفاءات بعد صرف الملايير من أجل تكوينهم في نظري الحل هو دعم قطاع الصحة والرفع من الأجور وجعل القطاع أكثر جاذبية وفرض رسوم دراسة على الأسر الميسورة وان تبقى الشهادة الجامعية كما كانت عليه وكذلك إبرام إتفاقيات مع الدول لمنع عملهم خارج المغرب لفترة تقدر بعشر سنوات بعد تخرجهم إلا في حالة عدم وجودهم لعمل داخل المغرب آنذاك طلب رخصة عمل خارج المغرب,societe
الجميع سواسية في الحقوق و الواجبات فلا فرق بين واحد يدرس في كندا و الاخر في المغرب و بعد حين سوف تتضح النوابا,societe
ادا كان المقصود من تقليص سنوات التكوين الطبي هو التنقيص من كفاءات الطالب كي لا يهاجر الى الخارج فكيف لطبيب منقوص التكوين ان يعمل بالمغرب وان يعالج المغاربة,societe
طلبة الصيدله ليست لهم علاقة بهذه المشاكلمن الافضل ان يعودوا لمقاعد الدراسة,societe
ميراوي وزير متابع في قضايا فساد منذ ان كان رئيس جامعه القاضي عياضله مشاكل مع طلبه الطب مع الاساتذة الجامعيين مع الموظفينالفشل في التسيير عنوانه ميراوي,societe
الوزيرين محقين فوا جبهم ان يمثلوا الشعب ويدافعوا عنه وعن التغطية الشاملة التي ارادها عاهل البلاد وكافة اطياف الشعب خاصة المرضى ودويهم الدين يعرفون واقع الحال والعداب الاليم في هدا القطاع اما بعض الطلبة لا يبحثون الا عن مصالحهم الخاصة بانانية صبيانية مفرطة غارقة في المادة والبيع والشراء,societe
الفكرة لا تنجح دائما نجحت مع الأساتذة قد لا تنجح مع أطباء الغد,societe
