Id,roberta_neg,roberta_neu,roberta_pos,translated_comments
55,0.32522556,0.6180299,0.056744553,"Imagine Taboun in front of Donald Trump with Trump, who is not Derekt."
56,0.18697762,0.7400626,0.0729598,"Frankly, I am with the call for the Libyan army's participation in the African lion maneuver, but any army in which the armies of Haftar's army are not the army of Tripoli and armies in Tripoli and not one army in addition to the Turkey army in Tripoli and perhaps in the east there is the army of Egypt and the Emirates and Faknner and Wow, it is laughing at the chin"
57,0.0027044457,0.070054635,0.92724097,May God remind you of all the best.
58,0.32231632,0.6284588,0.049224846,"Peace be upon you, and what about the territory of boycotting France, or these major ones have no place in the Arabs?"
59,0.7128832,0.27887508,0.008241776,"The expulsion of the French and the Americans from the Sahel countries is due to its failure to eliminate it, but to work to feed it"
60,0.0039154347,0.15102673,0.84505785,Morocco must support Al -Ghazwani President because he is a friend as Morocco must invite him to an official visit after winning the elections and preparing Ould Hanan to succeed him
61,0.35591182,0.59172094,0.052367203,"The granting of Mauritania its independence from Morocco, which is one of the mistakes of the past, is the one that opened the Justice of the Polisario to follow its footsteps."
62,0.74508107,0.24237914,0.012539774,"Morocco must not be hostile to anyone, especially the Arab, African, and Asian countries, because things are turned upside down overnight."
63,0.017841289,0.6936416,0.28851715,"Mauritania is a state of wisdom, and we gathered with them historical, social and economic relations with them, and Morocco signed with Mauritania a joint defense agreement during the era of Ould Dada is still valid and means that Morocco is obligated to defend Mauritania in the event of an attack and vice versa."
64,0.027843622,0.24969903,0.72245735,"And when the impression that I have about the man is not a sufficient honest, the country has made tremendous steps forward, does people know that digitization in Mauritania has made huge runs that exceeded all the blessings of all neighboring countries."
65,0.009810986,0.29031342,0.6998756,"Mauritania must follow the example of Algeria in all its efforts so that it does not remain isolated at the regional and Arab levels and so that it can overcome the economic, social and security problems and Mauritania must learn from Tunisia, which today witnesses unprecedented influence and prosperity thanks to the strategic relations between its legitimate president, Mr. Qais Saeed and the PresidentAlgerian Abdel Majid Taboun"
66,0.75672215,0.23540992,0.007867847,"The elections in the fourth world countries are forged, and no one in the fourth world countries can change anything, otherwise they will take revenge on it."
67,0.47484055,0.49536464,0.029794862,"I think from the heads of the presidents, Dazo, on Mauritania, like the rest of the neighboring countries, but progress is slow"
68,0.012520791,0.2531215,0.7343577,"Morocco is not awaiting the elections of Mauritania, this is an internal affair and the basic principle of the Kingdom is not to interfere in the internal affairs of the countries, as I said, do not await looking with the next president on the future of their peoples and the prosperity of its development, each within its area in their surroundings with the rest of the world, and to God, thank God has seen its way to grow andUpdate with the arms of her daughters, sons, and minds, and do not hate anyone as much as she works in the interesting interest with a winning winner and calls for profit and does not love loss. Thank God, it will remain apparent on the truth until the hour will rise, God willing, and the goodness of its people, and peace be upon those who follow the guidance"
69,0.07290652,0.6902182,0.23687522,"Mauritania ranked the first in democracy currently in the Arab world by the International Freedom Index, while it declined to the second place and Mauritania ranks first in the freedom of the press in the Arab world and Africa, which was issued yesterday and ranked superior to some European countries, followed by Comoros in the rank and in North AfricaFollowed by Tunisia, with a big difference, then Morocco is ranked third after Mauritania, ranked"
70,0.028100861,0.89282817,0.07907096,"The present and future of Morocco and Mauritania is one as it was through the historical ages, O Rit."
71,0.07125702,0.46004972,0.46869326,"As a Moroccan, I hope a landslide victory for His Excellency President Mohamed Ould Sheikh Al -Ghazwani in the next entitlement because he is a wise statesman who knew how to maintain a positive balance in his country's relations with Algeria and subjected to pressures from the rulers of Mouradia and refused to enter with them in alliances against our country and maintain the friendship that collectsThe two Moroccan and Mauritanian brotherly peoples, unlike the former president who was involved with them in conspiracies and intrigues, had it not been for the popular pressure and the economic weight of the Kingdom, which forced him to decline and in the event that Mr. Ould Al -Ghazwani wins for a second presidential term, I expect to progress and improve relations more in many fields and in the event of winningAnother president will be less worse and less harmful than Ould Abdulaziz"
72,0.08713851,0.88109654,0.031765014,The elections in Mauritania are a number and come after the summer
73,0.87340426,0.12294398,0.0036517156,Nothing will be achieved in the health sector as long as doctors are above the law
74,0.9100997,0.08505458,0.0048457007,"And hospitals in a very disastrous and disastrous facilities of the seventies of the last century, the lack of medical frameworks, and the number of patients, the weakness of the abnormal energy, and the blackmail and extortion of the simple citizen"
75,0.6152542,0.37371725,0.011028508,All hospitals and the majority of departments are deported to them
76,0.0043426882,0.16434155,0.83131576,"Morocco Morocco today is stronger than ever before the standards in various fields, on top of which is the security field in leadership, our grandfather, may God bless him and grant him victory, and sleep on him, health, safety, glory, victory, empowerment, health, safety, joys, delights, success and superiority, continuously wherever it comes.And the reaches of everyone traveled the standards in the service of Morocco in all fields, clearly and unlimited, without boredom or tire and self -denial and from behind him the competent Moroccan competencies that make the supreme interests of Morocco and Moroccans above every constant consideration of the clay, Mr. Abdel -Latif Al -Hamoushi wherever you are in the world."
77,0.05184324,0.48632368,0.46183312,"Praise be to God for the blessing of security, safety, security institutions, army and other Moroccan national institutions, confirm their strength on the regional and international scene.Tindouf will not like this momentum, God, the homeland, the king"
78,0.48070323,0.48653212,0.0327646,"The Arabs look at Morocco with the eyes of envy mixed with transcendence and whenever they touch the distinction of the Maghreb in any field, but they hurried to participate in it from sports except the industry to the rituals to security"
79,0.027982421,0.21934815,0.75266945,"The area of the scale, whatever the accuracy of the description, fulfills its right to define it as a beautiful tourist area because whoever sees it is not like someone who heard in the matter that despite the neglect of the definition of it as a beautiful tourist site, it attracts an important number of infrastructures, the journey to it and the fun and tourism lacks conditions for what requires its qualification as a destinationAesthetic tourism and that the large investment is certain that it will have important returns over the coming years and promise to be an economic crane that benefits investors and the region"
80,0.47873262,0.48820284,0.033064548,The authorities must leave citizens and give them licenses in order to build with me there are people who want to invest here and have lands that they inherited from a grandfather and do not give them licenses to build in random legal ways and do not encourage investors to the inhabitants of the region to go to employment to meet the master of the worker and to provide an official complaint that makes sense
81,0.49271783,0.45715186,0.05013027,"You give you a break looking for comfort, but it begins with a person who sees treatment, transparency, honesty, hygiene, security, and honesty, not the conjunction, fraud, fraud, crops, chaos, and randomness.Collect funds from adulterated projects, then escape to the homeland of others waiting for the election coup there."
82,0.0025274446,0.0857071,0.91176546,"Praise be to God for this progress, and this indicates the security, safety and reassurance experienced by the Moroccan Sahara, thanks to God, the sophistication, and the valor of our royal armed forces."
83,0.18865427,0.7001639,0.11118179,Because of the tourism that only the owners of luxurious hotels out of the city's vicinity
84,0.05064725,0.7619323,0.18742046,"If it is normal and it is necessary for Dakhla to have an airport worthy of the city, is it logical that cities such as Beni Mellal, Essaouira and Guelmim are available on airports, knowing that it is not a long distance from international airports in neighboring cities"
85,0.0011040256,0.047505215,0.95139074,I think that Dakhla Airport has become a candidate for expansion after this increasing movement in air transport thanks to the tourism and economic activity that made the city of Dakhla an attractive pole and may grow more after completing the construction of its Atlantic port
86,0.1716824,0.5565285,0.27178907,"The proverb says if tourism is the best thing that is better for everything that is fine for tourists to stay overnight, and therefore the owners of transportation are exposed to the taxi taxi, restaurants, tourist guides, the country's radiation globally, the lamentation of the state, and Wow Dima Timbett"
87,0.22535364,0.60129845,0.17334789,"I do not know where the delegate comes from proportions that I consider mad, I find it close with, and is there an area to compare their economy, which excels us fold."
88,0.74364233,0.2439315,0.012426234,Unreasonable comparisons at all over how a one -third of Morocco's population is compared to a party whose population is not one million
89,0.14153603,0.82617456,0.03228942,"Except for the side of Fez Meknes, it is the ghost authority."
90,0.4921108,0.4545391,0.05335018,"Tangier -Tetouan side. As for Al -Hoceima, he is invited to mention it because it is calculated on the side of Morocco, not useful, not laboratories for the companies of all the stoves, which is the share of the city of Tangier and Tetouan"
91,0.33013573,0.6384214,0.03144287,"Souss, despite the gossip, it is nevertheless calculated with the non -beneficial Morocco"
92,0.12239273,0.6819814,0.1956259,"Once again, I acknowledge that the Kingdom of Morocco does not know unemployment, but we are facing the vow of the qualified labor and in many fields to recognize that Moroccan youth in continuous and intense migration towards Europe, Canada and America, society is heading towards aging, the obstacle is the formation and what you realize what training, especially the professional we have specialTechnical professions, medicine, nursing, and in agriculture Morocco, today, Canada soon, we will attract technical skills from many countries, of course, Moroccan youth, a thousand comfortable chairs, high wages, and work in the way behind computers. As for the truth, Morocco needs skilled in construction and fixing many devices, spikes, and techniciansThe shoe industry does not have unemployment if social systems are reconciled and the differences between members"
93,0.63283885,0.34965736,0.01750377,"And what about the side of the shield of Tafilalet, the southeast of the Kingdom of Morocco, which suffers from poverty woes, unemployment.God, and yes, the agent, fear God, its father, the officials, and turn to that area, see a defect or a hashwar"
94,0.39983237,0.55044657,0.049721006,"You should not remember the name of Al -Hoceima, as it is one of the fancy cities on them.From Holland"
95,0.046181936,0.67417246,0.27964553,"The High Commissioner did not bring us with new news. These parties are the one that acquires the lion's share in all aspects of the economy of Morocco, and this is not born but rather since the independence of Morocco or even before independence in these bodies.The growth of the economy, including engineers, doctors, and frameworks in generalIt was called a beneficial and two -speed Morocco and Morocco"
96,0.27336696,0.70031714,0.026315957,"To Hofasos, calculated from the non -beneficial Morocco, the majority"
97,0.72515535,0.2490987,0.0257459,"The term is a great mistake. For example, when they speak on the side of Meknes, the first beneficiary of its budget and from the major projects is the city of Fez."
98,0.48193097,0.45782587,0.060243096,"Indeed, this blatant model of strange statistics is not hidden from anyone that there are parties whose correct title is unemployment, including unemployment, including the shield of Tafilalet, which is under all kinds of marginalization and its youth leaves to escape from that unemployment and the consequenceTo escape the marginalization and injustice, not to throw a habit of such funny statistics"
99,0.29340082,0.6539102,0.05268898,"By God, your account is with God is difficult, O owners of the stomachs who do not say they stand from work until the sitting can be with their children on the holiday.Your Lord, who is your questioner, and you have left all this fleet"
100,0.3081033,0.64778274,0.044113956,The first time I hear that the operator thinks about the worker in order to spend the holiday with their children.
101,0.8398778,0.1550006,0.0051216236,This is a problem in all Moroccan cities from the beginning of the building permit to the housing license to the province to the ownership.
102,0.4443849,0.50884795,0.046767112,"Some adjustments sometimes are laughing, and some projects here in Rabat are calculated on major projects and they are a square meter, for example, they must have a conformity certificate and the project has previously obtained a certificate as a commercial store many examples and multiple projects that have been suspended for years for trivialitiesFrom a committee that went through the project, you did not find what you are in the prepared."
103,0.38662633,0.5722164,0.04115729,"Some architects and lack of honesty in monitoring the cause of the brightness in the city of Casablanca Look at the new neighborhoods the whole sidewalk I included the reason for respect for the design. Add the narrow alleys.Buildings and alleys Look, Sidi Maarouf, Abu Bakr Al -Qadri Street, and the hereafter, random lobby"
104,0.3087668,0.51653194,0.17470127,Peace be upon you.Problems with the administration
105,0.82960135,0.1652942,0.005104391,Casablanca is a focus of corruption and the plunder of public money in Morocco and the jealous of Morocco fighting and eliminating corruption
106,0.5081251,0.3971916,0.0946832,"The mentality of officials, engineers, refreshing, and narrow interests at the expense of public interests that made the aesthetic of cities and their aspects in the most ugliest image when you visit neighboring countries such as Spain and France will be surprised by the construction, roads and green areas that allocate great importance and the spaces between the buildings will see that we are a fact that we live in an urban catastrophe"
107,0.17030041,0.74330837,0.0863912,"The Moroccan cities are Ghada, without we do not have something to do with the Ministry of Engineers, the engineers, Bash, plan for Morocco, where is Gadi and the cities, how are them, they are from them other than Kepno only the streets other than the vertical construction, something above, and the real estate container, and the people, as I die personally.Just a cage, I have a special, I am the center of the center, the people, especially awareness"
108,0.40369037,0.5501994,0.046110284,"Building engineering and architecture is not dust, but the problem in non -feasible laws and another is not related to the architecture, and one comes, so his own law applies to the engineer. Moreover, the housing license is not given except in the presence of a committee and the owner of the housing that bought an apartment in architecture, but this applies to the owners of the spots only, there are many imbalancesBetween Quneitra and Safi"
109,0.41434914,0.5673787,0.018272132,"In light of the conditions of rent, the abuse, and the various lobbies, in the absence of the application of the deterrent law to everyone and the collapse of the government's prestige by abandoning the imposition of the seizure"
110,0.56854224,0.41337627,0.018081464,"In fact, the correspondence of the governor regarding the disruption or giving illegal justifications for administrative decisions related to construction by architects suggests that these engineers do not know the concept of the state of institutions, the right and the law.In the use of authority or any deviation in the practice of public authority privileges by any administration, but through the comprehensive judiciary, the legislator decided to file a compensation suit for negative decisions harmful to the correspondence."
111,0.66548187,0.30380023,0.030717926,The bathrooms in Morocco consume a large amount of firewood and contribute to encouraging love if this is prevented and compensate for solar energy with electricity or spare people the smoke of wood and its human pollution with its recklessness this and the inaccuracy of the exploitation of nature sources due to the so -called brutal economic and capitalist growth that accelerates the creation of a difficult living reality over the planet Earth
112,0.14917384,0.6040704,0.24675575,"As the well, which was sufficient to water a hectare of the latter, the latter, is sufficient only to water hectares of tomatoes.You want, my esteemed sir, that production is not abundant. Say, thank God for the abundance of production and peace"
113,0.10420973,0.7984302,0.09736002,"The solution to all of this is the establishment of a unit of valuation of the product locally, such as drying tomatoes, grinding them, or canning them locally.Thus, it is sold at the price of adults, as well"
114,0.45115954,0.49872467,0.05011578,"You are always a quick profit, and every day, and in every day, and even if it is about a peasant that drains the important thing, what is important is the water brush or the inhabitants of Mauritania that took place with a population. As for the groundwater, it is already.It came in the above text with fallacies, lies and fading many"
115,0.024779387,0.6254912,0.34972942,"In short, the areas of the oases, such as Zagora, where the desert nature is not in line with the drained marketing crops of the water brush, but with crops that do not require many water, due to the vow of the fall throughout the year and the quality of the hot climate throughout the year, and the cultivation of date palm and henna remains the most appropriate agriculture for the area"
116,0.2911329,0.6271515,0.08171563,"The cultivation of red, yellow watermelon, tomatoes, oranges, rolls and grapes must be stopped to save water, and water prices must also rise to educate Moroccans about the necessity of saving in the consumption of this vital substance"
117,0.063938916,0.8310784,0.104982756,"Its export has not stopped, there are these days in the Netherlands and in the tablet"
118,0.0020413147,0.048400633,0.9495581,"May God be in the help of this beautiful country, Hadchi, Raha, nothing other than Marrakesh in Morocco"
119,0.825453,0.16847408,0.00607294,"It is not the satisfaction of the state on which the looting is practiced until the lands belonging to the tracker affiliated with the Ministry of Awqaf, which is covered by looting in fraudulent ways outside the law."
120,0.0015112179,0.08924163,0.90924716,"We hope that the residents of the countryside, Chefchaouen, Tetouan and Nador benefit from this initiative, as well as Taza and Taounate"
121,0.54521894,0.43334532,0.021435728,"An agreement was reached between the Ministry of Health and Syndicates to an agreement on December, but it begins that the ministry denied that agreement and was something that was not the agreement on the highest level binding on the government or after the agreement legally and constitutionally entitled to the government will not be fulfilled"
122,0.009130112,0.74336845,0.24750143,The Ministry of Health reached an agreement with the unions in the history
123,0.33570695,0.62900275,0.035290297,"An agreement was reached between the Ministry of Health and Syndicates to an agreement on the date of December, but it seems that the ministry denied that agreement as if the agreement was not at the highest level binding on the government, or whether after the agreement is legally and constitutionally entitled to the government to evade"
124,0.8973219,0.0988888,0.0037893348,"Frankly, I no longer understand what you want to leave a thousand students of medicine for an unknown fate without dialogue and a black -year -old silence."
125,0.6940747,0.28680915,0.019116223,"The school year is about to end, so the students ’intransigence will lead to a white year, that is, the loss of a year of life and the loss of lengthening funds from the state and the parents.State"
126,0.2873822,0.5551763,0.15744148,"The logic of reason and wisdom is absent from the government in finding a solution to this file, my absolute solidarity for medical and pharmacy students"
127,0.061961636,0.5899173,0.34812105,"I follow the protests of Moroccan students from its inception, which are very reasonable protests, which aims to improve the medical training and fortify it, but the Minister of Higher Education outside the coverage is not invisible.The role of unions, the role of parties, and the role of medical students, the elite of Morocco students"
128,0.5184706,0.45030674,0.03122264,"If we were in a country that respects his citizens, the Minister of Higher Education presented his resignation as long as there was no solution to a file that lasted for months."
129,0.853439,0.13781922,0.00874187,"If the matter is related to obtaining diploma and leaving the country to work abroad, it is not necessary to tolerate, because selfishness is the cause of the health condition in this country"
130,0.11624868,0.63056153,0.25318977,"The government is dealing with the file of medical students with a desire, and the reason is incomprehensible to some.What is general and that you open the door for privatization wide so that the rich benefits the projects and the sons of the rich in formation, and they are devoted, and God is the best of the cunning."
131,0.5616019,0.42537597,0.013022136,According to what I understood that the protest is against reducing the duration of training at the Faculty of Medicine from seven years to six years only this matter is difficult for the doctors graduating six yearsOutside
132,0.8467862,0.14379685,0.00941689,"In democratic countries, responsibility is linked to accountability. The Minister of Higher Education must be dismissed and held accountable for his failure to manage the file and waste school time"
133,0.6250719,0.35776183,0.017166223,Important ignoring the Ministry of Health and the Ministry of Education Is it reasonable that a student in recent years of training and does not know anything about the project that is intended to be downloaded and has a direct relationship with his future
134,0.2603111,0.7091695,0.030519374,Students want to limit the number of expatriates to be able to specialize and leave empty public medicine positions
135,0.35600826,0.61207575,0.031915963,"Students want to limit the number of expatriates to be able to specialize and leave the positions of empty public medicine in your place and the library, not parliament"
136,0.03959277,0.46146128,0.49894592,The demands of medical students are clear and logical how the ministry increases the number of expatriates without providing a ground and structure that expands them while the stands and hospital centers are crowded from the last of which are the necessary structures and Zaido in the number of students as you want to decrease the years of study in six years.Its result is a good hospitalization for the citizens on the two ministries concerned with abandoning the stance of intransigence and transcendence for the benefit of the citizen first and the future doctor second.
137,0.65978056,0.32836652,0.011852944,The midwives cannot be dispensed.
138,0.5077733,0.47734752,0.014879179,"Wages of midwives in the private sector, dirham, exploitation"
139,0.3221774,0.54371244,0.13411018,"The research in the usual way has no value remains that, with artificial intelligence, it is possible to write a research in less than a quarter of an hour only. Questions must be asked in the topic and artificial intelligence."
140,0.27600113,0.5736786,0.15032026,"Instead of warning against the use of intelligence, the ways to develop human intelligence should be considered in all possible ways so that it becomes the one who helps artificial intelligence and not the opposite.Something slowly until I overflowed now and overwhelmed all"
141,0.058902375,0.49901572,0.44208184,"Give students the necessary training and support and the time to achieve and focus on the quality, not on the quantity"
142,0.7417977,0.25003976,0.008162546,"The eighties were not in the baccalaureate exam, it was completely forbidden to enter with you"
143,0.019790117,0.4373855,0.5428244,"Providing an appropriate environment for students to complete research effectively requires considering several factors and before all must provide sufficient resources, including books, articles and research materials online.And directing them during the process of ignoring or leaving them alone, in addition to that there must be mechanisms to review and evaluate research regularly and build to enhance their quality and development in that the educational and academic system should encourage the support and resources necessary for students to help achieve their research capabilities completely and effectively"
144,0.31685472,0.64888495,0.034260307,The solution is the oral test to verify that the student did not use artificial intelligence in his written research
145,0.011816608,0.2994014,0.688782,If the Moroccan universities and teaching frameworks were doing the duty and support the researcher and appreciate his efforts and framed the right to fram
146,0.27561018,0.67283046,0.051559433,Shakun's comment invented artificial intelligence without human intelligence
147,0.72237134,0.26166654,0.015962113,"Before warning against the use of artificial intelligence applications in research on the university, you should be concerned with monitoring exams and blocking communications from halls, it has become common to use phones in front of the views and hearing of the observers and no one does something disaster by all accounts.They do not cover even a quarter of the candidates"
148,0.41705665,0.4416038,0.14133956,"I said before that artificial intelligence is from the industry of Western countries and that it will ruin human values and must be prevented, but unfortunately the Minister of Higher Education welcomed it and said that it is useful in higher education"
